NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_84	TGFB1	na	7014	0.18384601175785065	0.45108622	Yes	
row_85	EGF	na	7474	0.17777836322784424	0.44792372	Yes	
row_86	TAB1	na	7544	0.17693325877189636	0.45144883	Yes	
row_87	HSPA2	na	7569	0.17654475569725037	0.45573786	Yes	
row_88	TRAF6	na	7642	0.17587056756019592	0.45918304	Yes	
row_89	RELB	na	7657	0.17567101120948792	0.46362084	Yes	
row_90	CACNA2D4	na	7928	0.1727268397808075	0.46357563	Yes	
row_91	MAP3K4	na	7969	0.17233619093894958	0.46747726	Yes	
row_92	TAOK3	na	8214	0.169756680727005	0.4678003	Yes	
row_93	HSPA1L	na	8284	0.16906462609767914	0.47111586	Yes	
row_94	TGFB3	na	8340	0.1685282588005066	0.47465798	Yes	
row_95	RASGRP4	na	8452	0.1674915850162506	0.477209	Yes	
row_96	SOS1	na	8462	0.1673591136932373	0.48151147	Yes	
row_97	MAPK12	na	8521	0.16677311062812805	0.48495525	Yes	
row_98	MAP3K2	na	8564	0.16631118953227997	0.488662	Yes	
row_99	FLNC	na	8622	0.16570700705051422	0.4920946	Yes	
row_100	PRKCA	na	8905	0.16299061477184296	0.49158362	Yes	
row_101	FGFR1	na	8966	0.16246312856674194	0.4948782	Yes	
row_102	TAOK2	na	9064	0.16167718172073364	0.49751526	Yes	
row_103	RAF1	na	9162	0.16063548624515533	0.5001246	Yes	
row_104	RPS6KA5	na	9528	0.1573714315891266	0.49803585	Yes	
row_105	PRKCG	na	9587	0.1568475365638733	0.5012153	Yes	
row_106	CACNA1S	na	9674	0.1561153382062912	0.50389344	Yes	
row_107	TP53	na	9982	0.1534745842218399	0.5026989	Yes	
row_108	CHUK	na	10029	0.15310034155845642	0.50598496	Yes	
row_109	FGF5	na	10356	0.15017078816890717	0.5043755	Yes	
row_110	FGF23	na	10516	0.14874981343746185	0.5056015	Yes	
row_111	RPS6KA6	na	10585	0.1482333242893219	0.50837946	Yes	
row_112	DUSP6	na	10612	0.14805501699447632	0.51187533	Yes	
row_113	NTF4	na	10651	0.14775706827640533	0.51515675	Yes	
row_114	PLA2G4A	na	11024	0.1448650360107422	0.51261455	Yes	
row_115	PDGFB	na	11035	0.14472472667694092	0.516297	Yes	
row_116	PPM1B	na	11078	0.1444004476070404	0.51942015	Yes	
row_117	RASGRF2	na	11110	0.14419443905353546	0.52272713	Yes	
row_118	FGF8	na	11172	0.14365611970424652	0.52550364	Yes	
row_119	MKNK2	na	12011	0.13702036440372467	0.51473475	Yes	
row_120	FGFR3	na	12087	0.13653461635112762	0.51708066	Yes	
row_121	MAP3K6	na	12403	0.13413363695144653	0.51523334	Yes	
row_122	TAB2	na	12496	0.13344410061836243	0.51720446	Yes	
row_123	PLA2G2C	na	12567	0.1329890936613083	0.51954204	Yes	
row_124	RRAS	na	12872	0.13101600110530853	0.5178009	Yes	
row_125	PPP3CC	na	13059	0.1297607421875	0.51805663	Yes	
row_126	CACNG8	na	13214	0.12870489060878754	0.5188348	Yes	
row_127	MAP2K2	na	13583	0.1264839470386505	0.5158719	Yes	
row_128	CACNA1G	na	13683	0.12577997148036957	0.51751846	Yes	
row_129	MAP4K4	na	13783	0.12516769766807556	0.5191487	Yes	
row_130	FGF1	na	13902	0.12445556372404099	0.5204331	Yes	
row_131	FGF13	na	14020	0.12373035401105881	0.5217154	Yes	
row_132	MAP3K8	na	14023	0.12369038909673691	0.5249753	Yes	
row_133	HRAS	na	14039	0.12358449399471283	0.52800864	Yes	
row_134	DUSP9	na	14069	0.12339362502098083	0.53079605	Yes	
row_135	BDNF	na	14220	0.12251263856887817	0.5314781	Yes	
row_136	PPP3R1	na	14250	0.1223108097910881	0.5342367	Yes	
row_137	MAPK8IP3	na	14686	0.11957743763923645	0.529937	Yes	
row_138	NFKB2	na	14793	0.11903969198465347	0.5312837	Yes	
row_139	PDGFRB	na	14958	0.11810430139303207	0.53160745	Yes	
row_140	FGF11	na	15115	0.11715920269489288	0.53204376	Yes	
row_141	MAP2K6	na	15149	0.11692212522029877	0.53458995	Yes	
row_142	PTPRR	na	15244	0.116322360932827	0.53607064	Yes	
row_143	IL1R2	na	15338	0.11571004241704941	0.5375523	Yes	
row_144	MYC	na	15690	0.11371622234582901	0.5345418	No	
row_145	DUSP14	na	15703	0.11364516615867615	0.53736204	No	
row_146	CACNA2D2	na	16273	0.11048285663127899	0.53051466	No	
row_147	FGF3	na	16569	0.10891498625278473	0.5283398	No	
row_148	ARRB2	na	16685	0.10833433270454407	0.52924645	No	
row_149	CACNG7	na	17080	0.10626992583274841	0.52529776	No	
row_150	DUSP8	na	17219	0.10564430803060532	0.52573705	No	
row_151	ELK4	na	17340	0.10498557984828949	0.5264685	No	
row_152	CACNA1A	na	18090	0.10118039697408676	0.51627636	No	
row_153	MAPK10	na	18622	0.0985058844089508	0.5097638	No	
row_154	RAC2	na	18697	0.0981389656662941	0.51110435	No	
row_155	MAPK11	na	18713	0.09803701192140579	0.5134573	No	
row_156	PLA2G2E	na	18835	0.09738920629024506	0.5139692	No	
row_157	JUN	na	18932	0.09685703366994858	0.5148971	No	
row_158	FASLG	na	19243	0.09528164565563202	0.51210105	No	
row_159	MAP2K4	na	19582	0.0935971811413765	0.5087784	No	
row_160	RAC3	na	19732	0.09283576905727386	0.50868726	No	
row_161	NFATC4	na	20344	0.08989682793617249	0.500569	No	
row_162	PLA2G2F	na	20453	0.08942940086126328	0.50109255	No	
row_163	NTRK1	na	20708	0.08827526867389679	0.49907342	No	
row_164	FGFR4	na	21130	0.08637133240699768	0.49413025	No	
row_165	PLA2G10	na	21145	0.0863289162516594	0.49618858	No	
row_166	DUSP3	na	21205	0.08603443205356598	0.49746484	No	
row_167	FGF14	na	21557	0.0843871608376503	0.4936732	No	
row_168	RASGRP1	na	21626	0.08410293608903885	0.49474317	No	
row_169	MAPK8IP1	na	21689	0.08376628160476685	0.4959074	No	
row_170	PRKCB	na	21723	0.0836077481508255	0.49756634	No	
row_171	FGF17	na	21769	0.0834084078669548	0.4990135	No	
row_172	PRKACG	na	21872	0.08296466618776321	0.49946818	No	
row_173	FGFR2	na	22025	0.08222445845603943	0.49904284	No	
row_174	DUSP2	na	22051	0.08209136128425598	0.50079906	No	
row_175	IKBKG	na	22100	0.08184374123811722	0.502153	No	
row_176	CACNG4	na	22422	0.08026651293039322	0.49876776	No	
row_177	FGF22	na	22563	0.0796215757727623	0.49847957	No	
row_178	AKT2	na	22612	0.0794263482093811	0.49976906	No	
row_179	IL1R1	na	22713	0.07898900657892227	0.50015223	No	
row_180	CACNG3	na	22933	0.07787781208753586	0.4984584	No	
row_181	PTPN7	na	23655	0.07456766813993454	0.4880392	No	
row_182	PLA2G4E	na	24438	0.07102406769990921	0.4764761	No	
row_183	FGF6	na	24645	0.07009489834308624	0.47479865	No	
row_184	MAP2K5	na	25502	0.0660681203007698	0.46183035	No	
row_185	PPM1A	na	25613	0.0653909370303154	0.4616793	No	
row_186	CRK	na	25678	0.06503079831600189	0.46231014	No	
row_187	RASGRP3	na	26078	0.063346728682518	0.45713228	No	
row_188	CACNA1C	na	26379	0.061857227236032486	0.45361808	No	
row_189	MAP2K3	na	26655	0.06074098125100136	0.4505043	No	
row_190	DUSP5	na	27359	0.05745518580079079	0.43993905	No	
row_191	CACNA1F	na	27633	0.05628018453717232	0.43674088	No	
row_192	MAPK8IP2	na	28498	0.05221767723560333	0.42326605	No	
row_193	PLA2G4B	na	28713	0.051451340317726135	0.4209544	No	
row_194	CACNG2	na	28937	0.05040908604860306	0.41846013	No	
row_195	MRAS	na	29005	0.050088733434677124	0.4186414	No	
row_196	PDGFRA	na	29089	0.04964881390333176	0.41853565	No	
row_197	ARRB1	na	29221	0.049036432057619095	0.41758773	No	
row_198	NTRK2	na	29376	0.048293475061655045	0.4162243	No	
row_199	PLA2G3	na	29736	0.046525973826646805	0.41128665	No	
row_200	CACNB2	na	29829	0.04616610333323479	0.4109333	No	
row_201	FGF4	na	30037	0.0452885776758194	0.40857795	No	
row_202	TNFRSF1A	na	30339	0.04379570111632347	0.4045655	No	
row_203	FGF20	na	30411	0.0434054359793663	0.40449995	No	
row_204	CACNA2D1	na	30674	0.042159367352724075	0.40111494	No	
row_205	RAPGEF2	na	30840	0.04138212651014328	0.39937818	No	
row_206	FGF21	na	31541	0.03814105689525604	0.38835016	No	
row_207	JMJD7-PLA2G4B	na	31590	0.0379200242459774	0.38853422	No	
row_208	TGFBR2	na	31707	0.03734094277024269	0.3875329	No	
row_209	CACNG6	na	33056	0.031037304550409317	0.36516652	No	
row_210	CACNA1B	na	33332	0.0297869686037302	0.36122835	No	
row_211	FGF16	na	33487	0.02897067926824093	0.35935026	No	
row_212	CACNG5	na	33505	0.02889627404510975	0.3598274	No	
row_213	FGF18	na	33577	0.028614895418286324	0.3593679	No	
row_214	MEF2C	na	33718	0.027997558936476707	0.3577048	No	
row_215	MAP3K5	na	33719	0.02799740806221962	0.35845044	No	
row_216	RPS6KA2	na	34108	0.02617443911731243	0.35247183	No	
row_217	CHP2	na	34757	0.02332875318825245	0.341944	No	
row_218	FGF10	na	35604	0.01925787888467312	0.32790107	No	
row_219	PLA2G6	na	35964	0.01767394319176674	0.322195	No	
row_220	MAP3K11	na	36162	0.01672958955168724	0.3192511	No	
row_221	FGF12	na	37495	0.010944847948849201	0.29662487	No	
row_222	EGFR	na	37526	0.010830597020685673	0.29639718	No	
row_223	PLA2G2D	na	37943	0.00901960302144289	0.2894799	No	
row_224	CACNA1H	na	37950	0.008989167399704456	0.28961608	No	
row_225	FOS	na	38045	0.008664372377097607	0.28822953	No	
row_226	RASGRF1	na	38138	0.008281169459223747	0.28686717	No	
row_227	HSPB1	na	38139	0.008276666514575481	0.28708762	No	
row_228	MAP4K1	na	38581	0.006687043234705925	0.27967808	No	
row_229	HSPA1B	na	39556	0.003251611953601241	0.26300654	No	
row_230	JUND	na	44534	-3.043065662495792E-4	0.17738296	No	
row_231	PLA2G12A	na	45562	-0.0026940375100821257	0.15978467	No	
row_232	FGF2	na	46075	-0.004107531160116196	0.15108487	No	
row_233	PPP3R2	na	46844	-0.007065537851303816	0.13805923	No	
row_234	MAP3K13	na	46958	-0.007588347885757685	0.13631712	No	
row_235	PRKACA	na	47317	-0.009371317923069	0.13040714	No	
row_236	CACNA1E	na	47350	-0.009561768732964993	0.13011122	No	
row_237	CACNG1	na	47630	-0.011131968349218369	0.12560737	No	
row_238	TNF	na	47901	-0.0125870481133461	0.12129713	No	
row_239	NGF	na	48376	-0.015423779375851154	0.11355251	No	
row_240	PTPN5	na	48913	-0.018725745379924774	0.104829095	No	
row_241	HSPA6	na	49109	-0.019860802218317986	0.102002986	No	
row_242	FAS	na	49273	-0.020902259275317192	0.09975518	No	
row_243	PLA2G1B	na	49378	-0.02177106961607933	0.09854565	No	
row_244	MOS	na	50319	-0.02858274057507515	0.08313374	No	
row_245	CACNA1I	na	50944	-0.033100277185440063	0.07327908	No	
row_246	CACNB4	na	50947	-0.033130060881376266	0.07412703	No	
row_247	CACNA2D3	na	51268	-0.03586326166987419	0.06957643	No	
row_248	DUSP10	na	51734	-0.03977397829294205	0.06263519	No	
row_249	FGF7	na	52588	-0.046955402940511703	0.049209483	No	
row_250	NR4A1	na	52594	-0.047028981149196625	0.050375987	No	
row_251	FGF19	na	53649	-0.05716368183493614	0.033763856	No	
row_252	NTF3	na	54154	-0.06275974959135056	0.026763784	No	
row_253	PLA2G5	na	54760	-0.06999117881059647	0.018218555	No	
row_254	ECSIT	na	55123	-0.07530844956636429	0.013995873	No	
row_255	RASGRP2	na	55300	-0.07812816649675369	0.013048509	No	
row_256	CD14	na	55739	-0.08562208712100983	0.007792895	No	
row_257	PLA2G2A	na	56132	-0.09390309453010559	0.0035492838	No	
row_258	HSPA1A	na	56156	-0.0944732129573822	0.00566968	No	
row_259	DUSP16	na	56250	-0.09696678817272186	0.006652104	No	
row_260	GADD45A	na	57139	-0.12761642038822174	-0.0052275346	No	
row_261	DUSP1	na	57453	-0.14691881835460663	-0.006699935	No	
row_262	CHP1	na	57927	-0.18905620276927948	-0.009802961	No	
row_263	GADD45B	na	58022	-0.20398204028606415	-0.005987585	No	
row_264	PLA2G12B	na	58084	-0.2147545963525772	-0.0013175213	No	
row_265	GADD45G	na	58208	-0.24392443895339966	0.0030626885	No	
