gene_name,Model1_count,Model2_count,Model3_count,Positive1_count,Positive2_count,Positive3_count
Gadd45gip1,211,126,229,68,103,63
Akp3,2,0,0,0,0,0
Gm16223,1,0,0,0,2,0
Crp,1,0,0,0,0,0
Rps28,422,347,596,191,227,112
Gm13817,0,0,0,0,0,0
Prr9,0,0,0,0,0,0
Lman1l,1,0,2,0,0,1
Gphn,649,488,662,430,516,367
4933416C03Rik,7,3,1,0,1,0
Dynlrb1,220,183,244,110,138,103
Atp10d,2068,1276,1680,950,1124,810
Mtmr1,1719,1367,1446,1069,1278,910
Hmgb3,351,313,781,251,452,372
Gm26867,0,0,0,0,0,0
4930529I22Rik,0,0,0,0,0,0
B230104I21Rik,0,0,0,0,0,0
Gm26868,0,0,1,0,0,0
3010003L21Rik,14,4,8,0,7,2
Gm2044,1,0,0,0,0,0
Gm13480,0,0,2,0,0,0
C030010L15Rik,2,7,2,0,1,4
Gm12336,0,0,0,0,0,0
Gm14437,0,0,0,0,0,0
Gm26869,0,1,1,2,0,1
Gm8764,0,0,0,0,0,0
Prr23a1,0,0,0,0,0,0
Zfp457,62,45,39,37,43,25
Zfp418,116,105,102,61,68,55
Clk2,1032,910,1202,823,876,623
A1cf,0,0,0,1,2,0
Adam17,1908,1722,1780,1237,1479,1042
Rpl36-ps3,10,12,8,1,3,2
Scgb1b2,0,0,0,0,0,0
Tecpr1,354,258,370,238,279,215
Slc22a20,0,8,6,7,20,10
Col23a1,7,5,1,3,2,0
Zfp641,2,3,4,0,0,0
Krt75,0,0,0,0,0,0
Baiap2l2,1,2,0,3,0,0
Scaf4,1400,1009,1600,944,1014,755
Sod1,872,713,1044,241,337,170
Jazf1,12,8,7,23,25,12
Shisa6,0,0,0,0,0,0
Atp13a3,8290,7646,8812,6529,8142,6410
Atxn7l3,519,579,1522,582,768,387
Vmn1r62,0,0,0,0,0,0
4930488B22Rik,1,0,0,0,0,0
Gm5583,0,0,0,0,0,0
Ntsr2,0,0,0,0,0,0
Obox4-ps35,0,0,0,0,0,0
Gm4134,7,5,7,9,12,15
2210019I11Rik,0,0,0,0,0,0
Vmn2r-ps43,0,0,0,0,0,0
Cux1,3980,3239,4577,3266,3679,2726
Pax4,0,0,0,0,0,0
Phtf1os,118,80,73,91,100,109
Pcdhga4,9,5,7,14,5,4
Trim69,14,14,3,7,4,2
Gm37991,0,0,0,0,0,0
Gm37699,274,201,201,252,229,194
Gm37620,0,0,0,0,0,0
Gm37621,110,146,83,170,170,142
Atf7,3321,2423,2898,2331,2020,1681
9930004E17Rik,10,4,11,9,10,5
Vmn1r40,0,0,0,0,0,0
Ipo13,532,274,558,275,311,231
Usp37,2295,2051,2628,2189,2325,1862
Syne1,4050,7948,9097,22443,25609,21570
Gm37624,0,0,0,0,0,0
Ppif,499,204,381,216,223,145
Timeless,983,719,1274,506,610,532
Ifi203,1979,1259,1100,842,564,625
Edrf1,778,756,880,674,750,592
Tmem254b,0,0,0,0,0,0
Anxa11,500,698,999,810,1080,637
Gm14902,3,7,4,0,2,2
Glud1,5833,4229,5501,2609,3540,2497
Gm4955,6,2,0,2,0,0
Fdxacb1,103,57,89,76,84,63
Rtkn2,171,77,157,189,77,174
Nmrk1,187,163,161,152,168,129
Vstm2l,0,0,0,0,0,0
Gm21088,0,0,0,0,0,0
BC022687,46,25,32,11,19,12
Gm28597,0,0,0,0,0,0
Gm28760,0,0,0,0,0,0
Gm28464,0,0,0,0,0,0
1810008I18Rik,25,52,113,63,88,56
Gm28234,0,0,0,0,0,0
Gm21387,0,0,0,0,0,0
Gm28879,0,0,0,0,0,0
1-Mar,1702,1589,902,1114,1255,979
Gm29295,0,0,0,0,0,0
Gm29063,0,0,0,0,0,0
Gm28857,5,3,2,0,0,0
Gm28259,0,0,0,0,0,0
Megf11,4,1,1,0,3,0
9830004L10Rik,0,0,0,0,0,0
Gm29538,0,0,0,0,0,0
Gm28079,0,0,0,0,0,0
Gm28072,0,0,0,0,0,0
Htatsf1,928,809,1003,632,574,583
RP23-229O20.5,0,1,1,1,1,0
RP23-361O12.3,8,7,5,2,0,3
Olfr188-ps1,0,0,0,0,0,0
RP23-119H17.2,0,0,0,0,0,0
Vmn2r-ps121,0,0,0,0,0,0
Gm18953,43,29,21,39,50,32
RP24-328C2.1,0,0,0,0,0,0
RP23-178C20.2,1,0,1,0,1,2
Gm20616,0,0,0,0,0,0
Prox2os,42,26,35,26,20,15
Gm28604,0,0,0,0,0,0
Gm29417,1,0,1,0,0,0
Gm29579,0,0,0,0,0,0
Gm29624,0,0,0,0,0,0
Olfr1251,3,3,1,5,4,0
Tubb3,1,0,0,0,0,2
Gm10116,1117,678,1272,355,598,285
Gm28816,0,0,0,0,0,0
Gm29622,0,0,0,0,0,0
2810021J22Rik,202,215,267,231,290,151
Gm17189,0,0,0,0,0,0
Gm7876,0,0,0,0,0,0
Gm8224,0,0,0,0,0,0
H2-Q2,34,28,3,16,18,0
Polr2l,123,55,115,36,38,19
Socs7,693,377,633,365,413,291
1700019A02Rik,2,6,3,2,4,4
Plekhh1,17,7,8,4,5,1
Sv2a,46,26,30,28,9,13
Cdk19,2657,2034,2511,1631,1972,1440
Tfdp1,2270,2256,3132,2227,2950,2156
Vmn2r24,0,0,0,0,0,0
Lypd6,0,0,3,0,0,0
Zfp260,389,989,181,212,240,373
Tmem200a,0,0,0,0,0,0
Gm26663,0,2,0,0,0,0
Gm26872,0,0,0,0,0,0
Zfp948,202,279,150,216,259,117
RP23-214I6.5,0,0,0,0,0,0
Gm26705,0,0,0,0,0,0
Gm26706,0,1,3,0,1,2
Gm26707,0,0,0,0,0,0
Gm26708,1,1,1,5,2,2
Gm4651,0,0,0,0,0,1
Gm26709,0,0,0,0,0,0
Gm26710,12,11,3,10,6,3
Shank1,10,4,9,4,5,4
Sumf1,872,667,699,414,428,379
Itpr1,5245,3178,4491,3085,2755,2252
Bhlhe40,136,201,366,287,400,222
Edem1,6659,5537,8587,5937,7361,5355
Arl8b,2476,1922,3003,1596,1959,1518
H2-M1,0,0,0,0,0,0
Hand1,0,0,0,0,0,0
Slc6a13,14,14,17,16,17,14
Slc6a12,24,21,6,30,62,53
Fam53a,710,484,587,370,300,267
Med31,210,287,226,381,455,383
Ube2o,875,212,440,181,296,139
Txndc17,188,224,202,233,201,223
Nras,2470,737,1811,1145,2177,1122
Slc13a5,17,6,5,4,6,5
Rhbdf2,510,442,818,613,674,396
4933427D14Rik,373,393,486,357,337,330
Fam64a,428,273,523,294,347,273
Tspan2,553,85,93,449,1357,94
Ngf,8,1,13,2,2,1
Trbc1,26,8,2,13,3,16
Trbj2-1,0,0,0,0,0,0
Trbj2-2,0,0,0,0,0,0
Ntpcr,273,268,321,205,224,179
Trbj2-4,0,0,0,0,0,0
BC021891,0,0,0,0,0,0
Trbj2-7,1,0,0,0,0,0
Trbc2,12,10,0,3,4,3
Trbv31,0,0,0,0,0,0
Mau2,1161,1325,1632,787,933,619
Fam132a,198,111,141,135,149,121
Ccndbp1,523,347,444,364,527,336
Iqcf3,0,0,0,0,0,0
Gm10577,0,0,0,0,0,0
Gm10575,8,2,5,0,3,1
Gm7579,0,0,0,0,0,0
Krtap5-5,0,0,0,0,0,0
6720483E21Rik,1,0,0,0,1,1
Gm6471,0,0,0,0,0,0
RP24-140M19.7,0,0,0,0,0,0
Serpina7,0,0,0,0,0,0
Pabpc4,1181,712,1646,429,522,269
Col4a6,2,0,0,0,1,0
Cdr1,0,0,0,0,0,0
Gm8265,0,0,0,0,0,0
Gm6576,4,4,8,0,1,1
Acsl4,1988,2131,1966,1855,2115,1695
Lhx6,0,1,3,2,1,0
Gca,1556,2896,3863,3922,5834,4275
Ndufa8,396,242,488,151,245,105
Morn5,0,0,0,0,0,0
Ifih1,707,731,721,730,805,623
4930429D17Rik,0,0,0,0,0,0
1700016F12Rik,0,2,0,0,0,0
Gm43413,8,2,8,5,5,3
4833413G10Rik,71,85,75,50,60,32
C430039J16Rik,0,0,0,0,0,0
Rps11,5608,3581,7151,1961,2858,1637
Qrfp,0,1,2,4,0,0
Tcta,165,104,166,138,132,87
Col10a1,3,0,0,0,0,0
Slc9a8,985,719,1048,657,675,666
1700039M10Rik,1,0,0,0,0,0
2310026I22Rik,0,0,0,2,0,0
Gm15759,0,0,0,0,0,0
Efhd1os,0,0,0,0,0,0
Gm15775,2,0,2,2,7,2
1700023H06Rik,1,4,2,2,0,0
Gm16560,0,0,0,0,0,0
Rbm12,1139,989,1062,1237,1315,1045
Dera,587,613,560,324,398,291
Gm16565,8,8,5,4,2,6
Strap,2251,1742,2366,929,1252,927
Gm10267,0,0,0,0,0,0
Gm13618,0,0,0,0,0,0
Gpr137b-ps,95,103,83,99,103,72
Pabpc5,0,0,0,0,0,0
Dgkh,214,199,240,676,733,544
8430408G22Rik,21,18,22,2,5,4
Bdnf,0,0,1,0,0,0
Zdhhc22,0,0,0,0,0,0
Mfrp,5,5,10,15,11,6
Nostrin,144,136,141,54,75,51
Fitm2,150,90,156,79,79,55
Gm7461,2,1,5,1,1,0
Zbtb8b,0,0,2,0,0,0
Gtf3c1,2403,1481,2497,1262,1433,987
Mctp2,1268,1654,893,2533,2517,2127
Gm10797,3,16,5,3,2,4
Chrm1,0,2,0,6,1,9
Uncx,0,0,0,0,0,0
Ints1,1857,1041,2003,648,674,444
Cabp1,4,1,1,5,0,0
Acads,331,241,347,140,159,84
Cyp2w1,0,0,0,0,0,0
Pin1rt1,0,0,0,0,0,0
Olfr201,0,0,0,0,0,0
Pigz,6,3,2,0,2,3
Esf1,928,979,897,770,800,743
Olfr1467,0,0,0,0,0,0
Odf3l1,0,0,0,0,0,0
Sh3tc2,36,6,7,1,8,1
Prss48,0,0,0,0,0,0
Saxo1,1,0,0,0,1,0
Hacd4,1188,1068,845,1500,1796,1282
Mllt3,336,197,141,206,181,189
Rps6,282,218,263,194,179,175
Plin2,2241,1683,2498,553,841,463
Cd6,62,14,39,5,9,11
Gramd2,32,84,89,144,231,185
Ppp1r3d,99,191,344,279,391,228
Abca3,2058,1227,1931,1001,1193,809
Gtf3c4,1297,789,1417,632,886,528
Eci1,193,117,212,69,92,64
Six2,0,3,3,0,1,0
Srbd1,1053,792,1268,765,811,735
Gm10655,1,1,0,1,0,5
E4f1,304,234,257,227,215,167
Acp1,205,171,190,110,129,92
Gareml,0,0,0,1,0,0
5031434C07Rik,0,0,0,0,0,0
Cirbp,606,484,500,214,254,219
Gm43358,0,0,0,0,0,0
Ube2uos,0,0,0,0,0,0
Gm43404,0,0,0,0,0,0
Ttc39aos1,32,27,19,26,9,13
Olfr1147-ps1,0,0,0,0,0,0
Ldlr,726,679,1121,1191,1082,593
Gnb5,21,30,30,32,40,11
Kank2,87,29,48,31,27,18
Polr2m,1890,1246,2114,737,1034,677
Dock6,140,103,133,87,64,48
Gm11387,0,0,0,0,0,0
Twist2,2,2,0,0,0,0
Rpl9-ps1,0,0,0,0,0,0
Gm42426,0,0,0,0,0,0
Gm43095,0,0,0,0,0,0
Dnah8,2620,3531,3240,6306,7714,4470
Tpsb2,0,0,0,0,0,0
Kif20b,3218,3767,3475,3572,3810,3531
Gm21184,0,0,0,0,0,0
Vps51,492,404,558,350,285,225
Sac3d1,59,32,64,24,23,22
Cdca5,509,366,708,215,243,158
Zfpl1,225,122,236,109,107,92
Tnfrsf25,9,2,4,13,1,5
Spag11a,0,0,0,0,0,0
Gm15458,0,0,0,0,0,0
Ift88os,0,0,0,0,0,0
Gm11638,0,0,0,0,0,0
Htr7,3,9,4,0,2,0
Tm7sf2,117,103,119,120,108,80
1700012C08Rik,0,0,0,0,0,0
Xlr4a,46,77,44,37,58,19
Eme2,453,376,454,339,348,116
Gm13565,1,2,6,1,3,2
Olfr1177-ps,0,0,0,0,0,0
Gm11712,0,0,0,0,0,0
Gm14003,0,0,0,0,0,0
1700122E12Rik,19,19,22,7,11,4
1200007C13Rik,0,0,0,1,0,0
Pet100,121,117,100,135,136,112
Spata31d1b,1,0,0,0,0,0
Olfr1195,0,0,0,0,0,0
Gm11300,0,0,0,0,0,0
Cst12,0,0,0,0,0,0
Cd80,124,126,39,59,74,45
Cst9,0,0,0,0,0,0
8030411F24Rik,0,0,0,0,0,0
Cst3,2519,1507,1680,944,1262,821
9230104L09Rik,4,0,0,0,0,0
Ccdc84,170,191,195,124,153,114
Ncmap,0,1,0,0,0,0
Olfr544,0,0,0,0,0,0
Klhl15,731,720,770,606,742,423
Olfr892-ps1,0,0,0,0,0,0
Mup5,0,0,0,0,0,0
Dkk1,2,0,1,3,7,0
Nudt8,164,135,201,104,131,107
Acy3,17,2,7,0,7,5
Pip5k1b,343,306,375,471,552,455
Klc2,140,134,248,125,183,116
Mbl2,0,0,0,0,0,0
Vmn1r10,0,0,0,0,0,0
Gm13584,0,0,0,0,0,0
Gm16341,2,2,1,3,0,0
Gm15938,0,0,3,2,2,2
Gm15606,0,0,0,0,0,0
Gm15533,0,0,0,0,0,0
Gm13799,0,0,0,0,0,0
Gm14246,0,0,0,0,0,0
Zmiz1os1,7,1,9,3,2,2
Gm11418,0,0,0,0,0,0
Ldha-ps,0,4,1,0,4,0
Gm12327,0,0,0,0,0,0
RP23-142A14.5,39,38,23,60,69,36
Fgfr2,120,43,48,57,40,34
Coq4,98,75,129,69,81,66
Med27,223,150,220,106,115,87
Fam129b,632,281,548,180,253,178
Rgs10,186,102,175,113,86,45
Bag3,352,182,313,150,189,100
Tial1,2408,2000,2344,2395,2361,2328
Lrsam1,173,152,227,204,243,157
Ighv8-13,0,1,0,0,0,0
Odf2,2286,2184,3260,1666,1908,1598
Lamtor1,541,482,803,355,381,299
Gm14637,0,0,0,0,0,0
Dgkz,2361,1597,2274,1778,1569,1153
Prdm13,0,0,0,0,0,0
Cfap69,3,0,0,2,2,0
Rabggta,260,153,316,183,191,126
Ggt6,0,0,0,0,0,0
1700119I11Rik,0,0,0,0,0,0
Gm26679,0,0,0,0,0,0
H2afb2,0,0,0,0,0,0
Gm11210,1,1,0,1,0,1
Wfdc18,4,7,7,5,6,3
Ccl3,4,1,3,3,7,2
Il24,0,0,0,0,1,0
Csrp1,1439,1071,1811,759,1047,684
Gpr37l1,0,0,0,0,0,0
Srgap2,2490,2419,2622,2973,3086,2501
Arl8a,300,218,337,257,300,222
Eif2d,657,440,679,311,371,275
Ube2t,256,188,239,195,208,151
Gm11476,1,0,0,4,0,0
Gm16090,0,0,0,0,0,0
Gm11551,0,0,0,0,0,0
4930589P08Rik,0,0,0,0,0,0
Gm16321,0,0,0,0,0,0
Gm13479,23,13,3,5,6,6
Gm3468,0,0,0,0,0,0
Gm7104,0,0,0,0,0,0
Vmn1r204,0,0,0,0,0,0
Gm1113,0,0,0,0,0,0
Gm10310,0,0,0,0,0,0
Gm14715,0,0,0,0,0,0
1700113H08Rik,0,0,0,0,0,0
Cltc,13411,11024,13588,8732,10959,8203
Ticam1,296,222,436,181,225,140
Fzd10,0,0,0,0,0,0
Itpkc,116,77,76,76,79,44
Gm12499,0,0,0,0,0,0
Olfr945,0,0,0,0,0,0
Gm26979,0,0,0,0,0,0
Gm26981,0,0,0,0,0,0
Gm20757,0,0,0,0,0,0
Gm27193,0,0,0,0,0,0
BC023105,6,1,1,5,0,2
Mrgprb2,0,0,0,0,0,0
Crkl,1181,822,1505,721,933,626
Wt1,0,0,0,0,0,0
Gfy,0,0,0,0,0,0
Vmn1r107,0,0,0,0,0,0
Obox4-ps27,0,0,0,0,0,0
Vmn1r142,0,0,0,0,0,0
Ifna9,0,0,0,0,0,0
Ube2z,1383,1000,1609,828,1109,732
Gimap8,152,40,37,56,38,37
Platr26,0,0,0,0,0,0
Adnp2,953,697,1092,559,628,437
Hvcn1,821,886,1631,1132,1882,1021
Gm11486,0,0,0,0,0,0
Gm13768,141,80,84,80,118,99
Gm42531,103,129,112,125,105,110
Gm43069,0,0,0,1,0,1
Gm42572,254,322,229,373,334,330
4933430H06Rik,0,0,0,0,0,0
Gm43266,22,14,5,3,5,7
Gm43845,0,0,0,0,0,0
Msx2,0,0,0,0,0,0
Gm28802,0,3,0,0,0,0
Gm28077,0,0,0,0,0,2
Gm29082,0,0,0,0,0,0
Gm21951,0,0,0,0,0,0
Gm29411,0,0,0,0,0,0
Gm21923,0,0,0,0,0,0
2010308F09Rik,0,0,0,0,0,0
Gzmb,18,48,5,31,8,27
Igtp,493,439,294,525,317,268
Hist3h2a,764,705,917,217,356,152
Cdc6,1013,735,1143,501,718,491
Gm19412,4,2,6,2,4,4
Rarb,5,1,1,4,0,0
Gm5157,0,0,0,0,0,0
Igfbp4,3621,1801,3355,1870,1911,1664
Gm29211,0,0,0,0,0,0
C7,0,0,0,0,0,0
Prps1l3,1005,793,752,328,459,313
Tgm7,0,0,0,0,0,0
Gm29618,0,0,0,0,0,0
Pms2,656,471,695,355,466,436
Srp54b,532,459,586,436,522,430
4930505M18Rik,0,0,0,0,0,0
Vmn2r-ps7,0,0,0,0,0,0
Obox4-ps36,0,0,0,0,0,0
Gm16387,0,0,0,0,0,0
Mhrt,0,0,0,0,0,0
4930461G14Rik,0,0,0,0,0,0
4921507G05Rik,2,0,0,0,0,0
Gm26712,137,132,126,87,1,1
Gm26713,0,0,0,0,0,0
Gm26714,0,1,0,1,0,0
Gm26715,0,0,0,0,0,0
Gm16755,0,0,0,0,0,0
Tnfrsf13b,1158,1156,1574,573,770,524
Zfp449,71,58,51,46,64,35
RP24-325P20.7,32,21,24,43,26,20
Rprml,0,0,0,0,0,0
Tas2r111-ps2,0,0,0,0,0,0
Olfr1542-ps1,0,0,0,0,0,0
RP24-441E15.5,0,0,0,0,0,0
RP23-446E21.6,0,0,0,0,0,0
RP23-157G22.2,6,4,9,6,2,2
Gm37625,136,127,117,113,104,77
Cacna2d4,13,9,7,6,3,5
Gpr12,1,0,0,0,0,0
Gm21864,0,0,0,0,0,0
A630091E08Rik,0,0,0,0,0,0
Cd47,16010,14704,22070,13180,16419,11494
Gm7316,0,0,0,0,0,0
Mir99ahg,171,81,67,90,62,86
Nkain4,0,0,0,0,0,0
C230012O17Rik,0,2,0,0,0,0
Vdac3-ps1,638,662,630,342,483,293
Gm28583,0,0,0,0,0,0
RP24-218I17.4,0,0,0,0,0,0
RP24-530N5.5,2,1,0,3,2,1
G930045G22Rik,0,0,0,0,0,0
RP23-320B19.1,0,0,1,3,1,0
RP23-336I5.8,19,32,12,10,9,5
RP24-179I4.3,27,17,16,21,23,17
Gm29215,0,0,0,0,0,0
Gm42683,64,28,44,57,62,39
Gm28425,0,0,0,0,0,0
Gm43329,610,687,492,973,999,822
Ndufa4l2,0,0,0,0,0,0
Oog1,0,0,0,0,0,0
Gm43258,114,153,149,438,556,446
Gm42808,0,0,0,0,0,0
Ppp1r13l,28,14,35,16,21,11
Wdr33,2215,1597,2047,1239,1349,1083
Eif4h,1826,1337,2232,1180,1777,1182
Erg,771,763,889,916,1297,879
Ints8,1502,1311,1429,1511,1653,1271
Gm37626,7,2,3,12,3,7
Gm37627,0,0,0,0,0,0
Gm37628,0,0,0,0,0,0
Gm37629,0,0,0,0,0,0
Ighv1-28,0,0,0,0,0,0
Gm37630,0,0,0,0,0,0
Ighv1-62-1,0,0,0,0,0,0
Pcdha3,0,0,0,1,0,0
Gm5543,0,0,0,0,0,0
Gm37631,0,0,0,0,0,0
Gm10472,1,0,0,1,0,0
Snrpd2,236,250,271,119,121,107
Rasal3,820,547,887,678,710,475
Gm9869,0,0,0,0,0,0
Ppp4r2,817,883,1037,743,1011,756
Rps10,229,159,166,138,112,83
Lta,2,0,0,0,1,2
Cd83,21,15,27,24,12,10
Gm21749,0,0,0,0,0,0
Ldb1,1311,883,1141,678,769,678
Kcnip2,1,1,3,2,1,4
Mgea5,3601,3385,3660,3226,3207,2745
Tmem180,542,433,847,279,267,156
Fbxl15,54,53,83,42,31,13
Nfkb2,350,283,372,255,300,171
Gbf1,1436,948,1783,962,1073,739
Pitx3,0,0,0,0,0,0
Actr1a,1636,1020,1697,681,963,545
Trhr2,0,0,0,1,1,0
Kif27,0,0,2,0,1,0
Klk1b22,0,0,0,0,0,0
Olfr1371,0,0,0,0,0,0
Cpa4,0,0,0,0,0,0
Ubr2,3122,2617,3492,2248,2611,2287
Rrp36,181,131,185,94,129,78
Cnpy3,767,496,912,357,494,330
Ptk7,180,96,235,48,43,33
Guca1b,8,12,4,11,5,5
Prph2,0,0,0,0,0,0
Ica1,363,433,551,747,959,756
Gm14243,0,0,0,0,0,0
Nrg1,319,278,469,224,237,183
Gm3962,0,0,0,0,0,0
Gm17133,0,0,0,0,0,0
Mmp7,0,0,0,0,0,0
Gm17036,0,0,0,0,0,0
Mmp20,0,0,0,0,0,0
2900097C17Rik,425,252,521,172,251,161
Gm37633,1,0,1,2,1,0
Gm9839,0,0,0,0,0,0
Gm37634,9,16,4,8,7,2
Gm37635,0,0,0,0,0,0
Gm37637,24,15,10,17,17,14
Gm37638,0,0,0,0,0,0
Gm37639,219,201,156,229,211,223
Gm37640,0,0,0,0,0,0
Sp7,5,5,3,11,9,14
Gm37118,0,0,0,0,0,0
Ppih,196,221,207,167,144,127
Gm37641,0,0,0,0,0,0
Gm37642,459,423,341,399,280,413
Gm42891,0,0,0,0,0,0
Gm37644,11,8,7,11,8,15
Gm37645,458,431,320,488,420,422
Gm34716,0,0,0,0,0,0
Gm37646,9,12,10,18,7,13
Vmn1r236,0,0,0,0,0,0
Gm37648,0,0,0,2,0,0
Traj21,1,0,0,0,1,0
Traj20,0,0,0,0,0,0
Traj27,1,1,0,0,0,0
Traj26,0,0,0,0,0,0
Traj29,0,1,0,0,0,0
Traj28,1,1,0,0,0,0
Traj23,1,0,0,0,0,0
Traj22,0,1,0,0,0,0
Traj25,0,0,0,0,0,0
Traj24,1,0,0,0,0,0
Gm43244,0,0,0,0,0,0
Epb41l2,925,664,1005,537,586,473
Apaf1,4067,3240,4197,3278,3752,2856
2310008N11Rik,1,0,0,0,0,0
Ikbip,421,416,409,314,276,279
Hbs1l,1113,867,1235,560,734,524
Sgk1,370,367,618,411,560,390
Cep290,1120,1087,1068,891,1064,917
Zkscan7,68,45,53,30,23,23
Gm20526,0,0,0,0,0,0
Gm37649,6,8,5,4,15,4
Nhp2l1,1320,965,1115,668,778,587
Olfr558,1,0,2,3,1,0
Gm38316,0,0,0,0,0,0
Cpeb4,1015,1521,1121,1102,2134,945
Gm37650,0,0,0,0,0,0
Olfr908,0,0,0,0,0,0
Asb3,385,349,306,327,343,273
Art5,1,0,2,0,0,1
Hcst,37,38,54,28,60,43
Chac2,87,58,57,65,122,30
Tpgs1,150,111,152,43,56,50
RP24-243E15.4,4,2,1,1,1,0
Gm4208,0,0,0,0,0,0
Gm29131,0,0,0,0,0,0
Gm29557,0,0,0,0,0,0
Gm28754,0,0,0,0,0,0
RP23-408I12.1,0,0,0,1,5,0
Gm29044,0,0,0,0,0,0
Gm28616,0,0,0,0,0,0
RP24-492L15.6,0,1,0,0,0,0
Gm29186,0,0,0,0,0,0
Gm29413,0,0,0,0,0,0
Gm21830,0,0,0,0,0,0
AC102264.1,0,0,0,0,0,0
Gm29616,0,0,0,0,0,0
Gm28088,0,0,0,0,0,0
Gm28268,0,0,0,2,0,0
Gm28718,0,0,0,0,0,0
Gm28176,0,0,0,0,0,0
Gm28829,0,0,0,0,0,0
2210420H20Rik,0,0,0,0,0,0
Gm29488,290,313,336,517,448,435
Gm28170,0,0,0,0,0,0
Ifna-ps1,0,0,0,0,0,0
Zscan4c,0,0,0,0,0,0
Arfgap3,299,192,436,179,185,134
Olfr343-ps1,0,0,0,0,0,0
Dnah1,23,12,12,6,13,2
Zfp7,209,213,241,164,215,167
Spata3,0,0,0,0,0,0
2810459M11Rik,0,0,0,0,0,0
4933407L21Rik,4,0,2,5,0,4
Sp100,3871,4082,5201,5155,5915,4340
Itm2c,976,444,798,334,331,214
Slc16a14,5,8,8,4,3,4
Htr2b,0,2,0,0,0,0
Psmd1,3122,2127,3201,1595,1756,1302
Defa5,0,0,0,0,0,0
H2-Ke6,92,57,103,83,77,60
Zfp414,268,241,382,216,305,227
Btnl5-ps,0,0,0,0,0,0
Lce3e,0,0,0,0,0,0
Gm6696,0,0,0,0,0,0
Smcp,0,0,0,0,0,0
Cyp4f15,0,0,0,0,0,0
Defa-rs1,0,0,0,0,0,0
Arl1,1471,1339,1787,696,816,619
Krt8,0,0,2,1,0,0
Mybpc2,18,91,18,27,10,13
Ptgdr,3,3,0,10,14,8
Ucn,0,0,0,0,0,0
Scube3,1,0,3,1,1,0
Trps1,3250,3005,2199,2521,1781,2027
Dusp3,662,434,450,218,141,147
Slc6a1,0,0,0,2,0,0
Dennd5b,127,71,62,64,73,42
Vgll4,649,484,685,448,514,322
Atg7,1021,977,1167,1514,1701,1221
Timp4,3,0,1,2,0,0
Tamm41,309,203,254,165,119,82
Cand2,85,51,44,23,22,7
Gm43201,761,820,703,1077,1120,980
Olfr375-ps1,0,0,0,0,0,0
Gm42901,0,0,0,0,0,0
E030026E10Rik,17,5,10,17,12,11
Gm43709,0,0,0,0,0,0
A430072C10Rik,0,0,0,0,0,0
Gpr108,702,511,847,398,481,305
Etnk2,3,3,0,0,0,2
E330021D16Rik,0,0,0,0,0,0
5930412G12Rik,1,0,0,2,0,0
Gm43657,0,0,0,0,0,0
Gm31363,0,0,0,0,0,0
Gm10373,9,10,4,3,7,5
Gm43191,0,0,0,0,0,0
Gm35507,0,0,1,0,106,66
Gm43206,0,0,0,0,0,0
Ear2,716,321,185,295,268,254
Ear-ps2,313,147,102,149,153,145
Aftph,1918,2150,1847,1770,1909,1506
Gm42687,0,0,0,0,0,0
Psmd14,1514,1460,1682,1018,1165,874
Strbp,2162,1988,2165,1179,1893,1361
Ccin,5,5,6,4,13,4
Wdr5,1786,1205,1991,1040,1196,845
Rmi1,743,661,865,704,815,664
Parpbp,1008,1065,1129,763,990,828
4930524J08Rik,10,6,14,3,6,4
Foxe1,0,0,0,0,0,0
1700055D18Rik,17,14,17,11,11,23
Lcn4,7,13,4,3,0,2
Gm6313,0,0,0,0,0,0
Cideb,4,6,3,0,3,3
Tgm1,124,121,337,77,109,62
Cpne6,1,0,0,0,0,0
Lrrc16b,1,1,1,3,0,0
Dhrs4,357,246,297,118,163,132
Emc9,45,54,29,39,32,26
Psme1,1106,950,1303,672,798,547
Fitm1,0,0,0,1,0,0
Dcaf11,946,669,835,619,762,481
Fam167a,27,21,25,6,11,10
Secisbp2l,1914,1527,1850,1392,1718,1166
Herpud2,798,581,916,526,753,501
Prkaa2,46,31,20,49,26,22
Dab1,0,0,0,0,0,0
Ppap2b,87,53,89,47,75,39
Usp24,6375,5355,8167,4361,5553,3866
Cxcr6,4,1,0,9,3,6
Rpl7,11137,12616,8913,8488,9908,7841
Gm37508,0,0,0,0,0,0
Gm38342,19,17,9,12,15,6
Zfp526,342,237,390,223,214,177
Gm37655,0,0,0,0,0,0
Gm38344,4,10,6,8,13,12
Ighv1-48,0,0,0,0,0,0
Nkx1-2,0,0,0,0,0,0
Pisrt1,0,0,0,0,0,0
Gm38352,4,4,5,6,6,6
Col6a6,46,43,52,47,61,35
Csde1,12976,12402,10677,11638,11513,10019
Olfr1083-ps,0,0,0,0,0,0
Sln,0,0,0,0,0,0
Dstyk,1584,1499,1294,1719,1739,1395
Crabp2,0,0,1,2,2,0
2010003K11Rik,0,0,0,0,0,0
Csgalnact2,5926,4647,6010,5401,7106,5465
Tbca,298,419,273,273,321,273
Olfr711,0,0,0,0,0,0
Gm4779,0,0,0,0,0,0
Synrg,1184,752,1361,775,1091,519
Tmem106a,137,104,99,105,53,33
Zfr2,30,29,22,29,27,30
Gm16234,0,0,0,0,0,0
Ubtd2,36,18,33,18,22,12
Cfap43,975,835,1359,950,1134,692
